@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 182\nSize of the tree: 363\n','Number of leaves: 228\nSize of the tree: 455\n','Number of leaves: 211\nSize of the tree: 421\n','Number of leaves: 215\nSize of the tree: 429\n','Number of leaves: 225\nSize of the tree: 449\n','Number of leaves: 191\nSize of the tree: 381\n','Number of leaves: 208\nSize of the tree: 415\n','Number of leaves: 199\nSize of the tree: 397\n','Number of leaves: 196\nSize of the tree: 391\n','Number of leaves: 204\nSize of the tree: 407\n','Number of leaves: 150\nSize of the tree: 299\n','Number of leaves: 145\nSize of the tree: 289\n','Number of leaves: 164\nSize of the tree: 327\n','Number of leaves: 147\nSize of the tree: 293\n','Number of leaves: 151\nSize of the tree: 301\n','Number of leaves: 134\nSize of the tree: 267\n','Number of leaves: 136\nSize of the tree: 271\n','Number of leaves: 149\nSize of the tree: 297\n','Number of leaves: 175\nSize of the tree: 349\n','Number of leaves: 167\nSize of the tree: 333\n','Number of leaves: 180\nSize of the tree: 359\n','Number of leaves: 171\nSize of the tree: 341\n','Number of leaves: 185\nSize of the tree: 369\n','Number of leaves: 172\nSize of the tree: 343\n','Number of leaves: 194\nSize of the tree: 387\n','Number of leaves: 177\nSize of the tree: 353\n','Number of leaves: 166\nSize of the tree: 331\n','Number of leaves: 152\nSize of the tree: 303\n','Number of leaves: 142\nSize of the tree: 283\n','Number of leaves: 157\nSize of the tree: 313\n','Number of leaves: 163\nSize of the tree: 325\n','Number of leaves: 158\nSize of the tree: 315\n','Number of leaves: 154\nSize of the tree: 307\n','Number of leaves: 168\nSize of the tree: 335\n','Number of leaves: 156\nSize of the tree: 311\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric
@attribute measureOutOfBagError numeric

@data

boilerplate.fr,1,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20151112.1552,11264,1252,1221,31,0,97.523962,2.476038,0,0.86465,0.024845,0.15734,13.440323,51.755892,599.136579,417.406686,181.729894,0.478544,0.333392,0.145152,492.485496,0.393359,102901.124822,0.987533,1109,0.131783,17,0.868217,112,0.012467,14,0.984902,0.987533,0.986216,0.864724,0.927875,0.983806,0.97524,0.119489,0.880511,0.02476,0.97501,0.97524,0.97511,0.864724,0.927875,0.963356,0.932324,0.97524,0.001,4.314,0.001118,2.99122,1.118,2991.22,3756625,3753832,419836,97.523962,50,?,?,?,?,?
boilerplate.fr,1,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20151112.1552,11264,1252,1211,41,0,96.72524,3.27476,0,0.822221,0.03283,0.180947,17.760383,59.521088,599.136579,552.002154,47.134425,0.478544,0.440896,0.037647,458.13377,0.365922,95723.591072,0.982191,1103,0.162791,21,0.837209,108,0.017809,20,0.981317,0.982191,0.981753,0.822228,0.909845,0.979848,0.967252,0.147853,0.852147,0.032748,0.967143,0.967252,0.967196,0.822228,0.909845,0.953404,0.91111,0.967252,10.004,4.212,0.001707,2.914813,1.707,2914.813,3756625,3753832,419836,96.72524,50,?,?,?,?,?
boilerplate.fr,1,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20151112.1552,11264,1252,1208,44,0,96.485623,3.514377,0,0.803112,0.035226,0.18745,19.056451,61.660248,599.136579,592.380962,6.755618,0.478544,0.473148,0.005396,447.828085,0.35769,93570.296164,0.984862,1106,0.209302,27,0.790698,102,0.015138,17,0.976169,0.984862,0.980496,0.803918,0.88778,0.97497,0.964856,0.189297,0.810703,0.035144,0.963906,0.964856,0.964226,0.803918,0.88778,0.946567,0.901539,0.964856,0.002,4.467,0.001693,3.104896,1.693,3104.896,3756625,3753832,419836,96.485623,50,?,?,?,?,?
boilerplate.fr,1,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20151112.1552,11264,1252,1210,42,0,96.645367,3.354633,0,0.818509,0.033629,0.18314,18.192412,60.242582,599.136579,565.461778,33.674801,0.478544,0.451647,0.026897,454.69852,0.363178,95005.821643,0.9813,1102,0.162791,21,0.837209,108,0.0187,21,0.9813,0.9813,0.9813,0.818509,0.909327,0.97974,0.966454,0.147944,0.852056,0.033546,0.966454,0.966454,0.966454,0.818509,0.909327,0.952741,0.909255,0.966454,0.002,4.239,0.001999,2.995951,1.999,2995.951,3756625,3753832,419836,96.645367,50,?,?,?,?,?
boilerplate.fr,1,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20151112.1553,11264,1252,1206,46,0,96.325879,3.674121,0,0.802579,0.036823,0.191663,19.920471,63.046044,599.136579,619.300081,-20.163502,0.478544,0.494649,-0.016105,440.957714,0.352203,92134.784062,0.978629,1099,0.170543,22,0.829457,107,0.021371,24,0.980375,0.978629,0.979501,0.802609,0.904043,0.978592,0.963259,0.155173,0.844827,0.036741,0.96352,0.963259,0.963384,0.802609,0.904043,0.949379,0.901289,0.963259,0.004,4.56,0.002049,3.101979,2.049,3101.979,3756625,3753832,419836,96.325879,50,?,?,?,?,?
boilerplate.fr,1,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20151112.1553,11264,1252,1217,35,0,97.204473,2.795527,0,0.845036,0.028039,0.167183,15.168363,54.993703,599.136579,471.244924,127.891655,0.478544,0.376394,0.10215,478.744754,0.382384,100030.10062,0.987533,1109,0.162791,21,0.837209,108,0.012467,14,0.981416,0.987533,0.984465,0.845442,0.912371,0.980363,0.972045,0.147302,0.852698,0.027955,0.971507,0.972045,0.971698,0.845442,0.912371,0.957443,0.922511,0.972045,0.005,4.434,0.002695,3.030415,2.695,3030.415,3756625,3753832,419836,97.204473,50,?,?,?,?,?
boilerplate.fr,1,7,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20151112.1553,11265,1251,1214,37,0,97.042366,2.957634,0,0.838436,0.02966,0.171962,16.089188,56.740687,595.859248,498.16864,97.690608,0.476306,0.398216,0.07809,468.633675,0.374607,97866.661113,0.983972,1105,0.148438,19,0.851563,109,0.016028,18,0.983096,0.983972,0.983534,0.838444,0.917767,0.981727,0.970424,0.13489,0.86511,0.029576,0.970324,0.970424,0.970372,0.838444,0.917767,0.957614,0.919218,0.970424,0.003,4.477,0.001966,3.087009,1.966,3087.009,3756958,3754165,419503,97.042366,50,?,?,?,?,?
boilerplate.fr,1,8,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20151112.1553,11265,1251,1216,35,0,97.202238,2.797762,0,0.849261,0.028061,0.16725,15.175673,54.996227,598.979685,471.249264,127.730421,0.478801,0.376698,0.102103,478.584035,0.382561,100002.48555,0.983957,1104,0.131783,17,0.868217,112,0.016043,18,0.984835,0.983957,0.984396,0.849269,0.926087,0.983424,0.972022,0.119848,0.880152,0.027978,0.972121,0.972022,0.97207,0.849269,0.926087,0.960549,0.92463,0.972022,0.002,4.407,0.001447,3.065584,1.447,3065.584,3756958,3754165,419503,97.202238,50,?,?,?,?,?
boilerplate.fr,1,9,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20151112.1553,11265,1251,1210,41,0,96.722622,3.277378,0,0.820972,0.032857,0.181019,17.768989,59.523819,598.979685,552.007391,46.972295,0.478801,0.441253,0.037548,457.972242,0.366085,95695.550182,0.983066,1103,0.170543,22,0.829457,107,0.016934,19,0.980444,0.983066,0.981753,0.821042,0.906262,0.979029,0.967226,0.154703,0.845297,0.032774,0.966911,0.967226,0.967055,0.821042,0.906262,0.952522,0.910485,0.967226,0.003,4.62,0.002901,3.141947,2.901,3141.947,3756958,3754165,419503,96.722622,50,?,?,?,?,?
boilerplate.fr,1,10,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20151112.1553,11265,1251,1208,43,0,96.56275,3.43725,0,0.817305,0.034455,0.185382,18.633427,60.958334,598.979685,578.926766,20.052919,0.478801,0.462771,0.01603,451.101645,0.360593,94259.90506,0.97861,1098,0.147287,19,0.852713,110,0.02139,24,0.98299,0.97861,0.980795,0.817489,0.915661,0.981148,0.965627,0.134305,0.865695,0.034373,0.966275,0.965627,0.965916,0.817489,0.915661,0.953722,0.908648,0.965627,0.001,4.576,0.001211,3.109859,1.211,3109.859,3756958,3754165,419503,96.56275,50,?,?,?,?,?
boilerplate.fr,1,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20151112.1553,11264,1252,1209,43,0,96.565495,3.434505,0,0.810945,0.042869,0.17949,23.190774,59.041678,599.136579,21595.432202,-20996.295622,0.478544,17.248748,-16.770204,431.918873,0.344983,90246.186408,0.983081,1104,0.186047,24,0.813953,105,0.016919,19,0.978723,0.983081,0.980897,0.811141,0.874989,0.970697,0.965655,0.16862,0.83138,0.034345,0.965128,0.965655,0.965354,0.811141,0.874989,0.950448,0.905468,0.965655,11.175,0.002,0.822844,0.001018,822.844,1.018,65034,3753832,419836,97.683706,54.073482,'Number of leaves: 167\nSize of the tree: 333\n',333,167,167,?
boilerplate.fr,1,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20151112.1553,11264,1252,1202,50,0,96.00639,3.99361,0,0.776264,0.04594,0.191871,24.852119,63.114482,599.136579,17354.796568,-16755.659988,0.478544,13.861659,-13.383115,416.14992,0.332388,86951.382747,0.982191,1103,0.232558,30,0.767442,99,0.017809,20,0.973522,0.982191,0.977837,0.777042,0.895124,0.975919,0.960064,0.210431,0.789569,0.039936,0.958933,0.960064,0.959347,0.777042,0.895124,0.954443,0.888112,0.960064,17.396,0.001,0.956725,0.000736,956.725,0.736,69766,3753832,419836,97.284345,52.076677,'Number of leaves: 180\nSize of the tree: 359\n',359,180,180,?
boilerplate.fr,1,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20151112.1553,11264,1252,1201,51,0,95.926518,4.073482,0,0.774196,0.047148,0.19611,25.505719,64.508701,599.136579,21647.633963,-21048.497384,0.478544,17.290442,-16.811899,410.474905,0.327855,85765.63123,0.98041,1101,0.224806,29,0.775194,100,0.01959,22,0.974336,0.98041,0.977364,0.774568,0.895525,0.976835,0.959265,0.203662,0.796338,0.040735,0.9584,0.959265,0.95876,0.774568,0.895525,0.950027,0.887088,0.959265,1.582,0.001,1.018,0.00127,1018,1.27,70494,3753832,419836,96.805112,52.076677,'Number of leaves: 182\nSize of the tree: 363\n',363,182,182,?
boilerplate.fr,1,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20151112.1553,11264,1252,1200,52,0,95.846645,4.153355,0,0.772171,0.048356,0.198767,26.15911,65.38295,599.136579,29124.574888,-28525.438309,0.478544,23.26244,-22.783896,406.20227,0.324443,84872.896395,0.978629,1099,0.217054,28,0.782946,101,0.021371,24,0.975155,0.978629,0.976889,0.772289,0.891231,0.975515,0.958466,0.196892,0.803108,0.041534,0.957932,0.958466,0.958176,0.772289,0.891231,0.945114,0.886082,0.958466,1.435,0.001,0.922218,0.001212,922.218,1.212,66490,3753832,419836,96.645367,51.63738,'Number of leaves: 171\nSize of the tree: 341\n',341,171,171,?
boilerplate.fr,1,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20151112.1553,11264,1252,1206,46,0,96.325879,3.674121,0,0.797047,0.043867,0.186631,23.730693,61.390779,599.136579,29090.259742,-28491.123163,0.478544,23.235032,-22.756488,425.241226,0.33965,88850.942581,0.982191,1103,0.20155,26,0.79845,103,0.017809,20,0.976971,0.982191,0.979574,0.797326,0.869163,0.969485,0.963259,0.182619,0.817381,0.036741,0.96259,0.963259,0.96287,0.797326,0.869163,0.94352,0.898517,0.963259,1.399,0.001,0.88196,0.000926,881.96,0.926,71586,3753832,419836,97.124601,51.717252,'Number of leaves: 185\nSize of the tree: 369\n',369,185,185,?
boilerplate.fr,1,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20151112.1553,11264,1252,1212,40,0,96.805112,3.194888,0,0.830638,0.040706,0.173108,22.020892,56.942583,599.136579,16236.080303,-15636.943724,0.478544,12.968115,-12.489572,441.191166,0.352389,92183.561921,0.979519,1100,0.131783,17,0.868217,112,0.020481,23,0.984781,0.979519,0.982143,0.830906,0.952256,0.990008,0.968051,0.120315,0.879685,0.031949,0.968795,0.968051,0.968371,0.830906,0.952256,0.967581,0.915314,0.968051,1.664,0.006,1.021033,0.001367,1021.033,1.367,66854,3753832,419836,97.923323,54.51278,'Number of leaves: 172\nSize of the tree: 343\n',343,172,172,?
boilerplate.fr,1,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20151112.1554,11265,1251,1211,40,0,96.802558,3.197442,0,0.827137,0.038776,0.175082,21.034475,57.769969,595.859248,20527.450484,-19931.591236,0.476306,16.408833,-15.932527,444.870396,0.355612,92904.079529,0.9813,1102,0.148438,19,0.851563,109,0.0187,21,0.983051,0.9813,0.982175,0.827168,0.917823,0.981534,0.968026,0.135163,0.864837,0.031974,0.968257,0.968026,0.968135,0.827168,0.917823,0.957786,0.913568,0.968026,1.498,0.002,0.942708,0.001325,942.708,1.325,74862,3754165,419503,97.36211,52.118305,'Number of leaves: 194\nSize of the tree: 387\n',387,194,194,?
boilerplate.fr,1,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20151112.1554,11265,1251,1199,52,0,95.843325,4.156675,0,0.778318,0.047261,0.191808,25.558678,63.071443,598.979685,19478.753091,-18879.773406,0.478801,15.570546,-15.091745,409.190848,0.327091,85502.438115,0.975045,1094,0.186047,24,0.813953,105,0.024955,28,0.978533,0.975045,0.976786,0.778432,0.917026,0.981253,0.958433,0.169435,0.830565,0.041567,0.959038,0.958433,0.958713,0.778432,0.917026,0.957616,0.889156,0.958433,1.48,0.002,0.948343,0.001251,948.343,1.251,68674,3754165,419503,97.601918,52.118305,'Number of leaves: 177\nSize of the tree: 353\n',353,177,177,?
boilerplate.fr,1,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20151112.1554,11265,1251,1204,47,0,96.243006,3.756994,0,0.79334,0.045415,0.187287,24.560694,61.584966,598.979685,18402.31067,-17803.330985,0.478801,14.71008,-14.23128,418.837959,0.334803,87518.249425,0.981283,1101,0.20155,26,0.79845,103,0.018717,21,0.97693,0.981283,0.979102,0.793532,0.918318,0.98187,0.96243,0.182697,0.817303,0.03757,0.961845,0.96243,0.962101,0.793532,0.918318,0.958749,0.896666,0.96243,11.53,0.002,0.990612,0.001301,990.612,1.301,64670,3754165,419503,97.442046,52.597922,'Number of leaves: 166\nSize of the tree: 331\n',331,166,166,?
boilerplate.fr,1,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20151112.1554,11265,1251,1195,56,0,95.523581,4.476419,0,0.745782,0.05174,0.204889,27.98096,67.372939,598.979685,29143.907888,-28544.928203,0.478801,23.296489,-22.817688,394.123161,0.315046,82353.970866,0.981283,1101,0.271318,35,0.728682,94,0.018717,21,0.96919,0.981283,0.975199,0.747292,0.852382,0.966419,0.955236,0.24527,0.75473,0.044764,0.953537,0.955236,0.95409,0.747292,0.852382,0.935955,0.872846,0.955236,1.633,0.001,1.013981,0.001326,1013.981,1.326,69766,3754165,419503,96.96243,52.318145,'Number of leaves: 180\nSize of the tree: 359\n',359,180,180,?
boilerplate.fr,1,1,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1 -num-slots 1',1116839470751428698,20151112.1554,11264,1252,1211,41,0,96.72524,3.27476,0,0.813219,0.051765,0.142678,28.003529,46.932927,599.136579,127.4854,471.651179,0.478544,0.101825,0.376718,402.211274,0.321255,84039.00793,0.988424,1110,0.217054,28,0.782946,101,0.011576,13,0.975395,0.988424,0.981866,0.815124,0.993919,0.999284,0.967252,0.195883,0.804117,0.032748,0.966181,0.967252,0.96635,0.815124,0.993919,0.994413,0.906571,0.967252,9.104,0.155,5.715917,0.088576,5715.917,88.576,5615776,3753832,419836,100,59.065495,?,?,?,?,0.029563
boilerplate.fr,1,2,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1 -num-slots 1',1116839470751428698,20151112.1555,11264,1252,1214,38,0,96.964856,3.035144,0,0.824987,0.052436,0.145538,28.366482,47.8735,599.136579,1204.476213,-605.339634,0.478544,0.962042,-0.483498,400.618776,0.319983,83706.267584,0.991095,1113,0.217054,28,0.782946,101,0.008905,10,0.97546,0.991095,0.983216,0.827836,0.987903,0.997925,0.969649,0.195608,0.804392,0.030351,0.968706,0.969649,0.968631,0.827836,0.987903,0.992204,0.912441,0.969649,26.552,0.12,5.692192,0.079208,5692.192,79.208,5613631,3753832,419836,99.920128,59.185304,?,?,?,?,0.028853
boilerplate.fr,1,3,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1 -num-slots 1',1116839470751428698,20151112.1555,11264,1252,1205,47,0,96.246006,3.753994,0,0.77785,0.058882,0.164831,31.85342,54.219942,599.136579,2305.381933,-1706.245353,0.478544,1.841359,-1.362816,361.830003,0.289002,75601.646419,0.990205,1112,0.27907,36,0.72093,93,0.009795,11,0.968641,0.990205,0.979304,0.783338,0.976668,0.995904,0.96246,0.251325,0.748675,0.03754,0.960974,0.96246,0.960653,0.783338,0.976668,0.986136,0.888794,0.96246,21.834,0.115,5.536034,0.074385,5536.034,74.385,5468912,3753832,419836,99.760383,59.664537,?,?,?,?,0.027077
boilerplate.fr,1,4,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1 -num-slots 1',1116839470751428698,20151112.1555,11264,1252,1209,43,0,96.565495,3.434505,0,0.799762,0.05873,0.161381,31.771324,53.084882,599.136579,162.929072,436.207507,0.478544,0.130135,0.348409,375.672905,0.300058,78494.0163,0.990205,1112,0.248062,32,0.751938,97,0.009795,11,0.972028,0.990205,0.981032,0.803614,0.988017,0.998571,0.965655,0.223512,0.776488,0.034345,0.964416,0.965655,0.964292,0.803614,0.988017,0.987785,0.899799,0.965655,8.445,0.106,5.520208,0.073612,5520.208,73.612,5581175,3753832,419836,99.760383,59.744409,?,?,?,?,0.029652
boilerplate.fr,1,5,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1 -num-slots 1',1116839470751428698,20151112.1556,11264,1252,1214,38,0,96.964856,3.035144,0,0.826257,0.055056,0.148415,29.783726,48.819851,599.136579,143.094154,456.042426,0.478544,0.114292,0.364251,387.26041,0.309313,80915.137758,0.990205,1112,0.209302,27,0.790698,102,0.009795,11,0.976295,0.990205,0.983201,0.828477,0.990112,0.998768,0.969649,0.188746,0.811254,0.030351,0.968707,0.969649,0.968753,0.828477,0.990112,0.99238,0.913088,0.969649,28.661,0.132,5.570131,0.08163,5570.131,81.63,5613984,3753832,419836,99.840256,60.023962,?,?,?,?,0.031072
boilerplate.fr,1,6,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1 -num-slots 1',1116839470751428698,20151112.1556,11264,1252,1224,28,0,97.763578,2.236422,0,0.873811,0.050487,0.140141,27.312191,46.098145,599.136579,129.312614,469.823966,0.478544,0.103285,0.375259,412.583175,0.329539,86206.138442,0.992876,1115,0.155039,20,0.844961,109,0.007124,8,0.982379,0.992876,0.9876,0.875092,0.992749,0.999114,0.977636,0.139798,0.860202,0.022364,0.977149,0.977636,0.97715,0.875092,0.992749,0.993685,0.936889,0.977636,24.691,0.114,5.698795,0.076631,5698.795,76.631,5574564,3753832,419836,99.840256,59.185304,?,?,?,?,0.028675
boilerplate.fr,1,7,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1 -num-slots 1',1116839470751428698,20151112.1557,11265,1251,1223,28,0,97.761791,2.238209,0,0.871954,0.049712,0.136732,26.966745,45.1161,595.859248,123.937921,471.921327,0.476306,0.099071,0.377235,413.232587,0.330322,86297.028347,0.993767,1116,0.164063,21,0.835938,107,0.006233,7,0.98153,0.993767,0.987611,0.873747,0.994229,0.999325,0.977618,0.147914,0.852086,0.022382,0.977137,0.977618,0.97704,0.873747,0.994229,0.99421,0.935954,0.977618,8.684,0.125,5.644731,0.077,5644.731,77,5616240,3754165,419503,99.920064,59.792166,?,?,?,?,0.028673
boilerplate.fr,1,8,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1 -num-slots 1',1116839470751428698,20151112.1557,11265,1251,1211,40,0,96.802558,3.197442,0,0.81576,0.0498,0.137995,26.932041,45.376408,598.979685,120.681809,478.297876,0.478801,0.096468,0.382332,418.254242,0.334336,87396.278911,0.990196,1111,0.224806,29,0.775194,100,0.009804,11,0.974561,0.990196,0.982317,0.818578,0.994974,0.999409,0.968026,0.202636,0.797364,0.031974,0.966966,0.968026,0.966954,0.818578,0.994974,0.995346,0.907825,0.968026,8.575,0.134,5.493457,0.080096,5493.457,80.096,5636873,3754165,419503,100,59.192646,?,?,?,?,0.029028
boilerplate.fr,1,9,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1 -num-slots 1',1116839470751428698,20151112.1557,11265,1251,1217,34,0,97.282174,2.717826,0,0.847846,0.05239,0.147364,28.33268,48.457187,598.979685,139.027084,459.952601,0.478801,0.111133,0.367668,397.750741,0.317946,83111.971633,0.989305,1110,0.170543,22,0.829457,107,0.010695,12,0.980565,0.989305,0.984916,0.848696,0.99049,0.998839,0.972822,0.15406,0.84594,0.027178,0.972171,0.972822,0.972334,0.848696,0.99049,0.99194,0.923909,0.972822,8.569,0.11,5.528049,0.074583,5528.049,74.583,5507357,3754165,419503,99.920064,59.392486,?,?,?,?,0.028584
boilerplate.fr,1,10,weka.classifiers.trees.RandomForest,'-I 100 -K 0 -S 1 -num-slots 1',1116839470751428698,20151112.1557,11265,1251,1217,34,0,97.282174,2.717826,0,0.847846,0.055116,0.149651,29.80681,49.208973,598.979685,139.843383,459.136302,0.478801,0.111785,0.367015,390.273282,0.311969,81549.51972,0.989305,1110,0.170543,22,0.829457,107,0.010695,12,0.980565,0.989305,0.984916,0.848696,0.991903,0.999046,0.972822,0.15406,0.84594,0.027178,0.972171,0.972822,0.972334,0.848696,0.991903,0.992444,0.923909,0.972822,7.81,0.068,5.128122,0.052282,5128.122,52.282,5568588,3754165,419503,100,59.272582,?,?,?,?,0.03036
boilerplate.fr,1,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151112.1557,11264,1252,1140,112,0,91.054313,8.945687,0,0.616117,0.094287,0.290555,51.006844,95.575844,599.136579,3465.896401,-2866.759822,0.478544,2.768288,-2.289744,179.051323,0.143012,37411.421565,0.916296,1029,0.139535,18,0.860465,111,0.083704,94,0.982808,0.916296,0.948387,0.638148,0.945992,0.990687,0.910543,0.133782,0.866218,0.089457,0.937334,0.910543,0.919154,0.638148,0.945953,0.964627,0.806529,0.910543,0.059,10.021,0.046306,0.012366,46.306,12.366,8922,3753832,419836,93.051118,52.795527,?,?,?,?,?
boilerplate.fr,1,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151112.1557,11264,1252,1125,127,0,89.85623,10.14377,0,0.586104,0.103978,0.305859,56.249483,100.610057,599.136579,4083.475633,-3484.339054,0.478544,3.261562,-2.783018,138.938189,0.110973,29030.085243,0.901158,1012,0.124031,16,0.875969,113,0.098842,111,0.984436,0.901158,0.940958,0.616391,0.946144,0.990772,0.898562,0.121436,0.878564,0.101438,0.934982,0.898562,0.909972,0.616391,0.946147,0.965857,0.790592,0.898562,0.07,0.022,0.058211,0.01495,58.211,14.95,8922,3753832,419836,92.252396,52.995208,?,?,?,?,?
boilerplate.fr,1,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151112.1557,11264,1252,1120,132,0,89.456869,10.543131,0,0.547567,0.107754,0.313567,58.292141,103.145314,599.136579,6816.420872,-6217.284293,0.478544,5.444426,-4.965882,125.537283,0.100269,26230.067114,0.907391,1019,0.217054,28,0.782946,101,0.092609,104,0.973257,0.907391,0.939171,0.567147,0.906107,0.982177,0.894569,0.204232,0.795768,0.105431,0.923741,0.894569,0.904718,0.567147,0.906144,0.945533,0.77198,0.894569,0.065,10.032,0.056606,0.020379,56.606,20.379,8922,3753832,419836,91.932907,52.955272,?,?,?,?,?
boilerplate.fr,1,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151112.1557,11264,1252,1125,127,0,89.85623,10.14377,0,0.568229,0.104574,0.305881,56.57159,100.617039,599.136579,6957.543809,-6358.40723,0.478544,5.557144,-5.0786,132.17716,0.105573,27617.419376,0.908281,1020,0.186047,24,0.813953,105,0.091719,103,0.977011,0.908281,0.941394,0.589904,0.90376,0.981117,0.898562,0.176327,0.823673,0.101438,0.928358,0.898562,0.908603,0.589904,0.903707,0.944461,0.78227,0.898562,0.064,0.025,0.054374,0.016787,54.374,16.787,8922,3753832,419836,92.492013,53.27476,?,?,?,?,?
boilerplate.fr,1,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151112.1557,11264,1252,1117,135,0,89.217252,10.782748,0,0.564539,0.108584,0.309803,58.741195,101.907376,599.136579,5489.585297,-4890.448718,0.478544,4.384653,-3.906109,109.481505,0.087445,22875.333585,0.895815,1006,0.139535,18,0.860465,111,0.104185,117,0.982422,0.895815,0.937122,0.595731,0.940701,0.99136,0.892173,0.135893,0.864107,0.107827,0.93136,0.892173,0.904637,0.595731,0.940606,0.958155,0.779485,0.892173,0.08,0.023,0.061165,0.01636,61.165,16.36,8922,3753832,419836,92.891374,53.873802,?,?,?,?,?
boilerplate.fr,1,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20151112.1558,11264,1252,1106,146,0,88.338658,11.661342,0,0.535011,0.114075,0.320895,61.711581,105.556029,599.136579,6574.015061,-5974.878482,0.478544,5.250811,-4.772267,89.430397,0.07143,18685.806016,0.888691,998,0.162791,21,0.837209,108,0.111309,125,0.979392,0.888691,0.931839,0.567018,0.915343,0.982169,0.883387,0.157486,0.842514,0.116613,0.926239,0.883387,0.897307,0.567018,0.915597,0.948891,0.764262,0.883387,0.063,8.141,0.055148,0.014883,55.148,14.883,8922,3753832,419836,91.853035,53.27476,?,?,?,?,?
